Gene_name,PB_id
clsA,SMP0121336
clsC,SMP0001017
CM1,SMP0002442
CM2,SMP0002442
CM3,SMP0002442
CMAS,SMP0000045
CMAS,SMP0000216
CMAS,SMP0000240
CMAS,SMP0000390
Cmas,SMP0063580
CMAS,SMP0087175
Cmas,SMP0087281
Cmas,SMP0120517
Cmas,SMP0120524
Cmas,SMP0120545
Cmas,SMP0120599
Cmas,SMP0120737
Cmas,SMP0120744
Cmas,SMP0120765
Cmas,SMP0120818
cmlA,SMP0121270
CMPK1,SMP0000444
CMPK1,SMP0000446
CMPK1,SMP0000579
CMPK1,SMP0000580
CMPK1,SMP0000603
CMPK1,SMP0000649
Cmpk1,SMP0063634
CMPK1,SMP0087229
Cmpk1,SMP0087323
Cmpk1,SMP0120643
Cmpk1,SMP0120644
Cmpk1,SMP0120862
Cmpk1,SMP0120863
CMPK2,SMP0000046
CMPK2,SMP0000172
CMPK2,SMP0000219
CMPK2,SMP0000178
CMPK2,SMP0000202
Cmpk2,SMP0063658
CMPK2,SMP0087247
Cmpk2,SMP0087340
Cmpk2,SMP0120458
Cmpk2,SMP0120473
Cmpk2,SMP0120507
Cmpk2,SMP0120530
Cmpk2,SMP0120678
Cmpk2,SMP0120693
Cmpk2,SMP0120727
Cmpk2,SMP0120750
CNDP1,SMP0000007
CNDP1,SMP0000044
CNDP1,SMP0000351
CNDP1,SMP0000191
CNDP1,SMP0000493
Cndp1,SMP0063632
Cndp1,SMP0087284
Cndp1,SMP0087314
Cndp1,SMP0120493
Cndp1,SMP0120698
Cndp1,SMP0120713
Cndp1,SMP0120778
CNDP2,SMP0000044
CNDP2,SMP0000191
Cndp2,SMP0063599
Cndp2,SMP0063632
CNDP2,SMP0087180
CNDP2,SMP0087219
Cndp2,SMP0087314
Cndp2,SMP0120478
Cndp2,SMP0120493
Cndp2,SMP0120558
Cndp2,SMP0120713
CNGA3,SMP0119378
CNX1,SMP0012017
CNX1,SMP0012046
CNX2,SMP0012017
CNX2,SMP0012046
CNX3,SMP0012017
CNX3,SMP0012046
CNX6,SMP0012017
CNX6,SMP0012046
CNX7,SMP0012017
CNX7,SMP0012046
coaA,SMP0000848
coaBC,SMP0000848
coaBC,SMP0121296
coaD,SMP0000848
coaD,SMP0121296
coaE,SMP0000848
coaE,SMP0121296
COASY,SMP0000027
Coasy,SMP0063647
cobC,SMP0001898
cobO,SMP0121307
cobO,SMP0122099
cobO,SMP0122223
cobP,SMP0122099
cobS,SMP0001898
cobS,SMP0122099
cobT,SMP0001898
cobT,SMP0122099
cobU,SMP0001898
codA,SMP0002137
codB,SMP0002137
COL1A1,SMP0000272
COL1A1,SMP0000273
COL1A1,SMP0000274
COL1A1,SMP0000275
COL1A1,SMP0000276
COL1A1,SMP0000277
COL1A1,SMP0000278
COL1A1,SMP0000279
COL1A1,SMP0000280
COL1A1,SMP0000281
COL1A1,SMP0000282
COL1A1,SMP0000283
COL1A1,SMP0000284
COL1A1,SMP0000285
COL1A1,SMP0000286
COL1A1,SMP0000287
COL1A1,SMP0000288
COL1A1,SMP0000268
COL1A1,SMP0000269
COL1A1,SMP0000270
COL1A1,SMP0000271
COL1A1,SMP0000586
COL1A1,SMP0000655
COL1A1,SMP0000656
Col1a1,SMP0119368
COL1A1,SMP0119377
Col1a1,SMP0119394
colt,SMP0087407
colt,SMP0087411
colt,SMP0087417
colt,SMP0087418
COMT,SMP0000006
COMT,SMP0000169
COMT,SMP0000190
COMT,SMP0000218
COMT,SMP0000327
COMT,SMP0000429
COMT,SMP0000494
COMT,SMP0000498
COMT,SMP0000533
COMT,SMP0030880
Comt,SMP0063684
Comt,SMP0063696
COMT,SMP0087235
COMT,SMP0087272
Comt,SMP0087328
Comt,SMP0087365
Comt,SMP0120453
Comt,SMP0120491
Comt,SMP0120509
Comt,SMP0120559
Comt,SMP0120563
Comt,SMP0120598
Comt,SMP0120674
Comt,SMP0120711
Comt,SMP0120729
Comt,SMP0120779
Comt,SMP0120782
Comt,SMP0120817
Coprox,SMP0087397
COQ1,SMP0002384
COQ2,SMP0000065
Coq2,SMP0063685
COQ2,SMP0087215
Coq2,SMP0087310
Coq2,SMP0087388
coq-2,SMP0087443
COQ3,SMP0000065
Coq3,SMP0063685
COQ3,SMP0087215
Coq3,SMP0087310
Coq3,SMP0087388
coq-3,SMP0087443
COQ5,SMP0000065
Coq5,SMP0063685
COQ5,SMP0087215
Coq5,SMP0087310
Coq5,SMP0087388
coq-5,SMP0087443
COQ6,SMP0000065
Coq6,SMP0063685
COQ6,SMP0087215
Coq6,SMP0087310
Coq6,SMP0087388
coq-6,SMP0087443
COQ7,SMP0000065
Coq7,SMP0063685
COQ7,SMP0087215
Coq7,SMP0087310
COQ7,SMP0087388
CORI3,SMP0002439
COX1,SMP0012092
COX10,SMP0000024
COX10,SMP0000344
COX10,SMP0000346
COX10,SMP0000345
COX10,SMP0000342
COX10,SMP0012092
Cox10,SMP0063655
COX10,SMP0087243
Cox10,SMP0087336
Cox10,SMP0120447
Cox10,SMP0120469
Cox10,SMP0120492
Cox10,SMP0120544
Cox10,SMP0120668
Cox10,SMP0120689
Cox10,SMP0120712
Cox10,SMP0120764
COX11,SMP0012092
COX15,SMP0000024
COX15,SMP0000344
COX15,SMP0000346
COX15,SMP0000345
COX15,SMP0000342
COX15,SMP0012092
Cox15,SMP0063655
COX15,SMP0087243
Cox15,SMP0087336
Cox15,SMP0120447
Cox15,SMP0120469
Cox15,SMP0120492
Cox15,SMP0120544
Cox15,SMP0120668
Cox15,SMP0120689
Cox15,SMP0120712
Cox15,SMP0120764
COX17-1,SMP0012092
COX2,SMP0012092
COX3,SMP0012092
COX5B-1,SMP0012092
COX6A,SMP0012092
COX6B-1,SMP0012092
cpdB,SMP0002038
CPI1,SMP0121236
CPOX,SMP0000024
CPOX,SMP0000344
CPOX,SMP0000346
CPOX,SMP0000345
CPOX,SMP0000342
Cpox,SMP0063655
CPOX,SMP0087243
Cpox,SMP0087336
Cpox,SMP0120447
Cpox,SMP0120469
Cpox,SMP0120492
Cpox,SMP0120544
Cpox,SMP0120668
Cpox,SMP0120689
Cpox,SMP0120712
Cpox,SMP0120764
CPS1,SMP0000072
CPS1,SMP0000009
CPS1,SMP0000020
CPS1,SMP0000243
CPS1,SMP0000385
CPS1,SMP0000339
CPS1,SMP0000207
CPS1,SMP0000362
CPS1,SMP0000360
CPS1,SMP0000361
CPS1,SMP0000208
CPS1,SMP0000188
CPS1,SMP0000363
CPS1,SMP0000059
CPS1,SMP0000357
CPS1,SMP0000003
CPS1,SMP0000001
CPS1,SMP0000205
CPS1,SMP0000002
CPS1,SMP0000136
CPS1,SMP0000504
CPS1,SMP0000505
CPS1,SMP0000506
CPS1,SMP0000507
CPS1,SMP0000567
Cps1,SMP0063579
Cps1,SMP0063590
Cps1,SMP0063596
Cps1,SMP0063686
CPS1,SMP0087169
CPS1,SMP0087177
CPS1,SMP0087178
CPS1,SMP0087224
Cps1,SMP0087276
Cps1,SMP0087278
Cps1,SMP0087282
Cps1,SMP0087283
Cps1,SMP0087319
Cps1,SMP0087340
Cps1,SMP0108234
Cps1,SMP0120438
Cps1,SMP0120445
Cps1,SMP0120454
Cps1,SMP0120455
Cps1,SMP0120456
Cps1,SMP0120462
Cps1,SMP0120466
Cps1,SMP0120490
Cps1,SMP0120494
Cps1,SMP0120496
Cps1,SMP0120499
Cps1,SMP0120501
Cps1,SMP0120538
Cps1,SMP0120539
Cps1,SMP0120541
Cps1,SMP0120542
Cps1,SMP0120569
Cps1,SMP0120570
Cps1,SMP0120571
Cps1,SMP0120572
Cps1,SMP0120631
Cps1,SMP0120659
Cps1,SMP0120666
Cps1,SMP0120675
Cps1,SMP0120676
Cps1,SMP0120677
Cps1,SMP0120678
Cps1,SMP0120681
Cps1,SMP0120682
Cps1,SMP0120686
Cps1,SMP0120693
Cps1,SMP0120710
Cps1,SMP0120714
Cps1,SMP0120716
Cps1,SMP0120719
Cps1,SMP0120721
Cps1,SMP0120722
Cps1,SMP0120727
Cps1,SMP0120750
Cps1,SMP0120758
Cps1,SMP0120759
Cps1,SMP0120761
Cps1,SMP0120762
Cps1,SMP0120788
Cps1,SMP0120789
Cps1,SMP0120790
Cps1,SMP0120791
Cps1,SMP0120850
CPT1,SMP0002391
CPT1,SMP0002393
CPT1,SMP0002425
CPT1A,SMP0000051
CPT1A,SMP0000181
CPT1A,SMP0000185
CPT1A,SMP0000235
CPT1A,SMP0000482
CPT1A,SMP0000538
CPT1A,SMP0000539
CPT1A,SMP0000540
CPT1A,SMP0000541
CPT1A,SMP0000542
CPT1A,SMP0000545
Cpt1a,SMP0063589
Cpt1a,SMP0087280
Cpt1a,SMP0087360
Cpt1a,SMP0120476
Cpt1a,SMP0120520
Cpt1a,SMP0120603
Cpt1a,SMP0120604
Cpt1a,SMP0120605
Cpt1a,SMP0120606
Cpt1a,SMP0120607
Cpt1a,SMP0120609
Cpt1a,SMP0120696
Cpt1a,SMP0120740
Cpt1a,SMP0120822
Cpt1a,SMP0120823
Cpt1a,SMP0120824
Cpt1a,SMP0120825
Cpt1a,SMP0120826
Cpt1a,SMP0120828
CPT1B,SMP0087172
CPT1B,SMP0087267
CPT2,SMP0000051
CPT2,SMP0000181
CPT2,SMP0000185
CPT2,SMP0000235
CPT2,SMP0000030
CPT2,SMP0000052
CPT2,SMP0000482
CPT2,SMP0000516
CPT2,SMP0000517
CPT2,SMP0000538
CPT2,SMP0000539
CPT2,SMP0000540
CPT2,SMP0000541
CPT2,SMP0000542
CPT2,SMP0000545
Cpt2,SMP0063589
Cpt2,SMP0063598
Cpt2,SMP0063639
Cpt2,SMP0086926
CPT2,SMP0087172
CPT2,SMP0087255
CPT2,SMP0087259
CPT2,SMP0087267
Cpt2,SMP0087280
Cpt2,SMP0087348
Cpt2,SMP0087352
Cpt2,SMP0087360
Cpt2,SMP0120476
Cpt2,SMP0120520
Cpt2,SMP0120581
Cpt2,SMP0120582
Cpt2,SMP0120603
Cpt2,SMP0120604
Cpt2,SMP0120605
Cpt2,SMP0120606
Cpt2,SMP0120607
Cpt2,SMP0120609
Cpt2,SMP0120696
Cpt2,SMP0120740
Cpt2,SMP0120800
Cpt2,SMP0120801
Cpt2,SMP0120822
Cpt2,SMP0120823
Cpt2,SMP0120824
Cpt2,SMP0120825
Cpt2,SMP0120826
Cpt2,SMP0120828
CR33074,SMP0087374
cra,SMP0002194
cra,SMP0002207
cra,SMP0002233
CRADD,SMP0063792
Cradd,SMP0100468
CRADD,SMP0100483
Cradd,SMP0100498
CRAT,SMP0000030
CRAT,SMP0000052
CRAT,SMP0000516
CRAT,SMP0000517
Crat,SMP0063598
Crat,SMP0086926
Crat,SMP0087348
Crat,SMP0087352
Crat,SMP0120581
Crat,SMP0120582
Crat,SMP0120800
Crat,SMP0120801
CRC1,SMP0002361
CRD1,SMP0002343
creB,SMP0002254
CREB1,SMP0000309
CREB1,SMP0000311
CREB1,SMP0000312
CREB1,SMP0000320
CREB1,SMP0000321
CREB1,SMP0000333
CREB1,SMP0000335
CREB1,SMP0000338
CREB1,SMP0084634
Creb1,SMP0100498
CREB1,SMP0107995
Creb1,SMP0108005
Creb1,SMP0108122
Creb1,SMP0108124
Creb1,SMP0108125
Creb1,SMP0108127
Creb1,SMP0108130
Creb1,SMP0108135
Creb1,SMP0108137
CREB1,SMP0108169
CREB1,SMP0108170
CREB1,SMP0108172
CREB1,SMP0108174
CREB1,SMP0108178
CREB1,SMP0108183
CREB1,SMP0108184
Creb1,SMP0108215
Creb1,SMP0108217
Creb1,SMP0108218
Creb1,SMP0108219
Creb1,SMP0108220
Creb1,SMP0108222
Creb1,SMP0108223
Creb1,SMP0120884
CREB1,SMP0120886
Creb1,SMP0120888
creC,SMP0002254
creC,SMP0002260
CRK,SMP0031692
CRK,SMP0031694
CRK,SMP0031696
CRK,SMP0031697
CRK,SMP0031698
CRK,SMP0031699
CRK,SMP0031700
CRK,SMP0064625
Crk,SMP0120909
Crk,SMP0120957
CRKL,SMP0031692
CRKL,SMP0031694
CRKL,SMP0031696
CRKL,SMP0031697
CRKL,SMP0031698
CRKL,SMP0031699
CRKL,SMP0031700
CRLS1,SMP0000025
CRLS1,SMP0020986
Crls1,SMP0063652
Crls1,SMP0063691
CRLS1,SMP0072032
CRLS1,SMP0074684
Crls1,SMP0087226
CRLS1,SMP0087228
Crls1,SMP0087322
crls-1,SMP0082506
crls-1,SMP0087447
CRMP,SMP0087376
CRMP,SMP0087401
crn-1,SMP0087526
CROT,SMP0000030
CROT,SMP0000052
CROT,SMP0000516
CROT,SMP0000517
Crot,SMP0063598
CROT,SMP0087228
CROT,SMP0087255
CROT,SMP0087259
Crot,SMP0087352
Crot,SMP0120581
Crot,SMP0120582
Crot,SMP0120800
Crot,SMP0120801
crp,SMP0000971
crp,SMP0001890
crp,SMP0001892
crp,SMP0002155
crp,SMP0002192
crp,SMP0002198
crp,SMP0002207
crp,SMP0002214
crp,SMP0002228
crp,SMP0002232
crp,SMP0002257
crp,SMP0002258
crp,SMP0002271
crp,SMP0002274
crp,SMP0002282
crp(in),SMP0002248
crp(in),SMP0002249
crp(in),SMP0002251
crp(in),SMP0002283
crp(in),SMP0002284
crr,SMP0000807
crr,SMP0000841
crr,SMP0000903
crr,SMP0000905
crr,SMP0000906
crr,SMP0000914
crr,SMP0000931
crr,SMP0000932
crr,SMP0000933
crr,SMP0000934
crr,SMP0000935
crr,SMP0000958
crr,SMP0000967
crr,SMP0000984
crr,SMP0002109
crr,SMP0002207
CRY1,SMP0090831
Cry1,SMP0119374
CRY1,SMP0119382
Cry1,SMP0119399
CS,SMP0000057
CS,SMP0000466
CS,SMP0000546
CS,SMP0000547
CS,SMP0000548
CS,SMP0000549
CS,SMP0000550
CS,SMP0000551
CS,SMP0000654
CS,SMP0002291
CS,SMP0002292
CS,SMP0002295
CS,SMP0002298
CS,SMP0002358
CS,SMP0002359
Cs,SMP0063477
Cs,SMP0063681
Cs,SMP0086930
CS,SMP0087163
CS,SMP0087254
CS,SMP0087270
Cs,SMP0087274
Cs,SMP0087347
Cs,SMP0087363
CS,SMP0100046
Cs,SMP0108758
Cs,SMP0108760
Cs,SMP0108771
Cs,SMP0108773
Cs,SMP0120610
Cs,SMP0120611
Cs,SMP0120612
Cs,SMP0120613
Cs,SMP0120614
Cs,SMP0120615
Cs,SMP0120829
Cs,SMP0120830
Cs,SMP0120831
Cs,SMP0120832
Cs,SMP0120833
Cs,SMP0120834
Cs,SMP0120922
CS,SMP0120946
Cs,SMP0120970
CSAD,SMP0000021
Csad,SMP0063632
Csad,SMP0063675
Csad,SMP0087309
Csad,SMP0120493
CSB93_0139,SMP0121262
CSB93_0139,SMP0121270
CSB93_1578,SMP0121274
CSB93_1578,SMP0121275
CSB93_1578,SMP0122236
CSB93_2207,SMP0122099
CSB93_2854,SMP0121306
CSB93_2854,SMP0122230
CSB93_2909,SMP0121270
CSB93_2978,SMP0121299
CSB93_2978,SMP0122112
CSB93_3415,SMP0121309
CSB93_3415,SMP0121310
CSB93_3415,SMP0121311
CSB93_3415,SMP0121312
CSB93_3415,SMP0121313
CSB93_3682,SMP0122265
CSB93_3890,SMP0121294
CSB93_3892,SMP0121294
CSB93_3893,SMP0121270
CSB93_3960,SMP0121261
CSB93_4335,SMP0122258
Csf2,SMP0108139
CSF2,SMP0108186
Csf2,SMP0108224
CSNK1D,SMP0119382
Csnk1d,SMP0119399
CSNK1E,SMP0090831
Csnk1e,SMP0119374
CSNK2A1,SMP0063810
CSNK2A1,SMP0069678
Csnk2a1,SMP0120900
Csnk2a1,SMP0120914
CSNK2A1,SMP0120924
CSNK2A1,SMP0120938
Csnk2a1,SMP0120948
Csnk2a1,SMP0120962
CSY2,SMP0002426
CSY3,SMP0002426
CSY4,SMP0002414
CSY4,SMP0002426
CtBP,SMP0087399
ctbp-1,SMP0087466
CTH,SMP0000029
CTH,SMP0000013
CTH,SMP0000455
CTH,SMP0000033
CTH,SMP0000177
CTH,SMP0000341
CTH,SMP0000214
CTH,SMP0000222
CTH,SMP0000340
CTH,SMP0000221
CTH,SMP0000004
CTH,SMP0000242
CTH,SMP0000179
CTH,SMP0000244
CTH,SMP0000223
CTH,SMP0000484
CTH,SMP0000485
CTH,SMP0000499
CTH,SMP0000514
CTH,SMP0000515
CTH,SMP0000570
CTH,SMP0000721
CTH,SMP0000722
Cth,SMP0063587
Cth,SMP0063607
Cth,SMP0063626
Cth,SMP0063628
Cth,SMP0063637
CTH,SMP0087161
CTH,SMP0087189
CTH,SMP0087201
CTH,SMP0087245
CTH,SMP0087249
Cth,SMP0087273
Cth,SMP0087290
Cth,SMP0087298
Cth,SMP0087338
Cth,SMP0087342
Cth,SMP0120471
Cth,SMP0120474
Cth,SMP0120475
Cth,SMP0120487
Cth,SMP0120498
Cth,SMP0120519
Cth,SMP0120521
Cth,SMP0120527
Cth,SMP0120534
Cth,SMP0120550
Cth,SMP0120564
Cth,SMP0120579
Cth,SMP0120580
Cth,SMP0120634
Cth,SMP0120653
Cth,SMP0120654
Cth,SMP0120691
Cth,SMP0120694
Cth,SMP0120695
Cth,SMP0120707
Cth,SMP0120718
Cth,SMP0120739
Cth,SMP0120741
Cth,SMP0120747
Cth,SMP0120754
Cth,SMP0120770
Cth,SMP0120783
Cth,SMP0120798
Cth,SMP0120799
Cth,SMP0120853
Cth,SMP0120872
Cth,SMP0120873
cth-2,SMP0087423
cth-2,SMP0087437
cth-2,SMP0087466
cth-2,SMP0087483
CTIMC,SMP0000859
CTIMC,SMP0012445
ctl-2,SMP0087434
ctl-2,SMP0087451
CTNS,SMP0000013
CTNS,SMP0000499
CTNS,SMP0000722
Ctns,SMP0063607
CTNS,SMP0087189
Ctns,SMP0087290
Ctns,SMP0120564
Ctns,SMP0120654
Ctns,SMP0120783
Ctns,SMP0120873
CTPS1,SMP0000046
CTPS1,SMP0000172
CTPS1,SMP0000219
CTPS1,SMP0000178
CTPS1,SMP0000202
CTPS1,SMP0000446
CTPS1,SMP0000603
Ctps1,SMP0063658
Ctps1,SMP0120458
Ctps1,SMP0120473
Ctps1,SMP0120507
Ctps1,SMP0120530
ctps-1,SMP0087473
CTPS2,SMP0087247
Ctps2,SMP0087340
Ctps2,SMP0120678
Ctps2,SMP0120693
Ctps2,SMP0120727
Ctps2,SMP0120750
CTPsyn,SMP0087401
cts-1,SMP0087424
cts-1,SMP0087492
cts-1,SMP0087527
CTSD,SMP0119379
cueO,SMP0000774
curA,SMP0001910
Cuzd1,SMP0108165
Cuzd1,SMP0108240
cvpA,SMP0002203
CXCL12,SMP0064625
Cxcl12,SMP0120909
CXCL12,SMP0120933
Cxcl12,SMP0120957
CXCR4,SMP0064625
Cxcr4,SMP0120909
CXCR4,SMP0120933
Cxcr4,SMP0120957
CYBA,SMP0000716
Cyba,SMP0063679
CYBA,SMP0087269
Cyba,SMP0087362
CYBB,SMP0000716
Cybb,SMP0063679
CYBB,SMP0087269
CYC1,SMP0002382
CYC11,SMP0012092
cyc-2.1,SMP0087514
CYC7,SMP0002382
cycA,SMP0000808
cycA,SMP0000820
cycA,SMP0000853
cycA,SMP0000924
cycA,SMP0001941
cycA,SMP0002032
cycA,SMP0002074
cycA,SMP0002113
CYCS,SMP0000355
Cycs,SMP0063648
CYCS,SMP0063784
CYCS,SMP0066935
CYCS,SMP0087261
Cycs,SMP0087354
Cycs,SMP0108163
CYCS,SMP0108210
Cycs,SMP0108239
Cycs,SMP0120910
CYCS,SMP0120934
Cycs,SMP0120958
cydA,SMP0000936
cydA,SMP0002099
cydA_2,SMP0121314
cydA_2,SMP0122251
cydB,SMP0000936
cydB,SMP0002099
cydB_2,SMP0121314
cydB_2,SMP0122251
cydX,SMP0000936
cydX,SMP0002099
CYFBP,SMP0012445
cyn-6,SMP0087510
cyn-6,SMP0087530
cyn-6,SMP0087532
cynS,SMP0000778
cynS,SMP0002111
cynS,SMP0121260
cynS,SMP0122259
cynT,SMP0000778
cynT,SMP0002111
cynT,SMP0121260
cynT,SMP0122259
cynX,SMP0002111
cynX,SMP0122259
cyoA,SMP0000936
cyoA,SMP0121314
cyoB,SMP0000936
cyoB,SMP0121314
cyoC,SMP0000936
cyoC,SMP0121314
cyoD,SMP0000936
cyoD,SMP0121314
cyoE,SMP0000953
cyoE2,SMP0121321
Cyp1,SMP0087412
Cyp1,SMP0087421
Cyp1,SMP0087422
CYP11A1,SMP0000130
CYP11A1,SMP0000373
CYP11A1,SMP0000371
CYP11A1,SMP0000372
CYP11A1,SMP0000566
CYP11A1,SMP0000575
CYP11A1,SMP0000576
CYP11A1,SMP0000577
CYP11A1,SMP0000578
CYP11A1,SMP0000717
CYP11A1,SMP0000718
CYP11A1,SMP0087236
CYP11A1,SMP0087238
Cyp11a1,SMP0087331
Cyp11a1,SMP0120671
Cyp11a1,SMP0120672
Cyp11a1,SMP0120690
Cyp11a1,SMP0120849
Cyp11a1,SMP0120858
Cyp11a1,SMP0120859
Cyp11a1,SMP0120860
Cyp11a1,SMP0120861
Cyp11a1,SMP0120868
Cyp11a1,SMP0120869
CYP11A1,SMP0121126
CYP11B1,SMP0000130
CYP11B1,SMP0000373
CYP11B1,SMP0000371
CYP11B1,SMP0000372
CYP11B1,SMP0000566
CYP11B1,SMP0000575
CYP11B1,SMP0000576
CYP11B1,SMP0000577
CYP11B1,SMP0000578
CYP11B1,SMP0000717
CYP11B1,SMP0000718
CYP11B1,SMP0030406
CYP11B1,SMP0087238
CYP11B1,SMP0087271
CYP11B2,SMP0000130
CYP11B2,SMP0000373
CYP11B2,SMP0000371
CYP11B2,SMP0000372
CYP11B2,SMP0000566
CYP11B2,SMP0000575
CYP11B2,SMP0000576
CYP11B2,SMP0000577
CYP11B2,SMP0000578
CYP11B2,SMP0000717
CYP11B2,SMP0000718
Cyp11b2,SMP0063688
CYP11B2,SMP0121126
Cyp11b3,SMP0087331
Cyp11b3,SMP0087364
Cyp11b3,SMP0120671
Cyp11b3,SMP0120672
Cyp11b3,SMP0120690
Cyp11b3,SMP0120849
Cyp11b3,SMP0120858
Cyp11b3,SMP0120859
Cyp11b3,SMP0120860
Cyp11b3,SMP0120861
Cyp11b3,SMP0120868
Cyp11b3,SMP0120869
Cyp12c1,SMP0087421
cyp-13A1,SMP0087510
cyp-13A2,SMP0087489
cyp-13A2,SMP0087530
cyp-13A7,SMP0087510
cyp-13A7,SMP0087532
cyp-13A8,SMP0087510
cyp-14a2,SMP0087510
CYP17A1,SMP0000068
CYP17A1,SMP0000356
CYP17A1,SMP0000130
CYP17A1,SMP0000373
CYP17A1,SMP0000371
CYP17A1,SMP0000372
CYP17A1,SMP0000565
CYP17A1,SMP0000566
CYP17A1,SMP0000575
CYP17A1,SMP0000576
CYP17A1,SMP0000577
CYP17A1,SMP0000578
CYP17A1,SMP0000717
CYP17A1,SMP0000718
Cyp17a1,SMP0063594
CYP17A1,SMP0087238
CYP17A1,SMP0087251
Cyp17a1,SMP0087331
Cyp17a1,SMP0087344
Cyp17a1,SMP0120437
Cyp17a1,SMP0120629
Cyp17a1,SMP0120658
Cyp17a1,SMP0120671
Cyp17a1,SMP0120672
Cyp17a1,SMP0120690
Cyp17a1,SMP0120848
Cyp17a1,SMP0120849
Cyp17a1,SMP0120858
Cyp17a1,SMP0120859
Cyp17a1,SMP0120860
Cyp17a1,SMP0120861
Cyp17a1,SMP0120868
Cyp17a1,SMP0120869
Cyp18a1,SMP0087405
Cyp18a1,SMP0087422
Cyp18a1,SMP0121061
CYP19A1,SMP0000068
CYP19A1,SMP0000356
CYP19A1,SMP0000565
CYP19A1,SMP0030406
Cyp19a1,SMP0063594
Cyp19a1,SMP0063611
Cyp19a1,SMP0063688
CYP19A1,SMP0087251
CYP19A1,SMP0087271
Cyp19a1,SMP0087344
Cyp19a1,SMP0087364
Cyp19a1,SMP0120437
Cyp19a1,SMP0120629
Cyp19a1,SMP0120658
Cyp19a1,SMP0120848
CYP1A1,SMP0000063
CYP1A1,SMP0030880
Cyp1a1,SMP0063693
Cyp1a1,SMP0063696
Cyp1a1,SMP0087330
Cyp1a1,SMP0087365
CYP1A2,SMP0000028
CYP1A2,SMP0000260
CYP1A2,SMP0000327
CYP1A2,SMP0000328
CYP1A2,SMP0000398
CYP1A2,SMP0000422
CYP1A2,SMP0000610
CYP1A2,SMP0000620
CYP1A2,SMP0000625
CYP1A2,SMP0000639
CYP1A2,SMP0000640
CYP1A2,SMP0000641
Cyp1a2,SMP0063604
Cyp1a2,SMP0087288
Cyp21,SMP0063672
CYP21,SMP0087238
Cyp21,SMP0087331
Cyp21,SMP0120450
Cyp21,SMP0120451
Cyp21,SMP0120470
Cyp21,SMP0120630
Cyp21,SMP0120639
Cyp21,SMP0120640
Cyp21,SMP0120641
Cyp21,SMP0120642
Cyp21,SMP0120649
Cyp21,SMP0120650
Cyp21,SMP0120671
Cyp21,SMP0120672
Cyp21,SMP0120690
Cyp21,SMP0120849
Cyp21,SMP0120858
Cyp21,SMP0120859
Cyp21,SMP0120860
Cyp21,SMP0120861
Cyp21,SMP0120868
Cyp21,SMP0120869
CYP21A2,SMP0000130
CYP21A2,SMP0000373
CYP21A2,SMP0000371
CYP21A2,SMP0000372
CYP21A2,SMP0000566
CYP21A2,SMP0000575
CYP21A2,SMP0000576
CYP21A2,SMP0000577
CYP21A2,SMP0000578
CYP21A2,SMP0000717
CYP21A2,SMP0000718
CYP21A2,SMP0121126
Cyp24a1,SMP0063672
Cyp24a1,SMP0120450
Cyp24a1,SMP0120451
Cyp24a1,SMP0120470
Cyp24a1,SMP0120630
Cyp24a1,SMP0120639
Cyp24a1,SMP0120640
Cyp24a1,SMP0120641
Cyp24a1,SMP0120642
Cyp24a1,SMP0120649
Cyp24a1,SMP0120650
CYP26A1,SMP0000074
CYP26A1,SMP0000336
Cyp26a1,SMP0063662
Cyp26a1,SMP0120500
CYP26B1,SMP0087260
Cyp26b1,SMP0087353
Cyp26b1,SMP0120720
CYP27A1,SMP0000035
CYP27A1,SMP0000314
CYP27A1,SMP0000318
CYP27A1,SMP0000317
CYP27A1,SMP0000316
CYP27A1,SMP0000315
CYP27A1,SMP0000720
Cyp27a1,SMP0063601
Cyp27a1,SMP0087329
Cyp27a1,SMP0120463
Cyp27a1,SMP0120467
Cyp27a1,SMP0120468
Cyp27a1,SMP0120477
Cyp27a1,SMP0120495
Cyp27a1,SMP0120652
Cyp27a1,SMP0120683
Cyp27a1,SMP0120687
Cyp27a1,SMP0120688
Cyp27a1,SMP0120697
Cyp27a1,SMP0120715
Cyp27a1,SMP0120871
cyp-29a2,SMP0087510
CYP2A13,SMP0000074
CYP2A13,SMP0000336
Cyp2a3,SMP0087288
Cyp2a3,SMP0087353
Cyp2a3,SMP0120720
Cyp2a5,SMP0063604
Cyp2a5,SMP0063662
Cyp2a5,SMP0120500
CYP2A6,SMP0000028
CYP2A6,SMP0000074
CYP2A6,SMP0000336
CYP2A6,SMP0000447
CYP2A6,SMP0000448
CYP2A6,SMP0000431
CYP2A6,SMP0000604
CYP2A6,SMP0000605
CYP2A6,SMP0000628
CYP2A6,SMP0000635
CYP2A6,SMP0000640
CYP2A7,SMP0000074
CYP2A7,SMP0000336
Cyp2b12,SMP0087315
Cyp2b12,SMP0087353
Cyp2b12,SMP0120720
Cyp2b12,SMP0120730
Cyp2b19,SMP0063595
Cyp2b19,SMP0063662
Cyp2b19,SMP0120500
Cyp2b19,SMP0120510
CYP2B6,SMP0000075
CYP2B6,SMP0000353
CYP2B6,SMP0000077
CYP2B6,SMP0000083
CYP2B6,SMP0000084
CYP2B6,SMP0000085
CYP2B6,SMP0000086
CYP2B6,SMP0000087
CYP2B6,SMP0000093
CYP2B6,SMP0000094
CYP2B6,SMP0000096
CYP2B6,SMP0000098
